Title,Image URL,Synopsis,Genres,Released Year,Status,Other Names,Total Episodes
A-Channel: Nabe wo Tabeyou,https://gogocdn.net/cover/a-channel-nabe-wo-tabeyou.png,Plot Summary: ,"comedy, school, seinen, slice-of-life",2017,Completed,"A-Channel: Let's Eat Hot Pot, A Channel +Smile Extra OVA, Alexandrite In The Pot, Aチャンネル 鍋を食べよう",1
A-Girl,https://gogocdn.net/cover/a-girl.png,Plot Summary: ,"music, romance, school, shoujo",1993,Completed,A-Girl [エー・ガール],1
A.D. Police (Dub),https://gogocdn.net/cover/a-d-police-dub.jpg,Plot Summary: ,"action, mecha, sci-fi, shounen",1999,Completed,"AD Police Files, A.D. Police, ADポリス",3
A.D. Police (TV),https://gogocdn.net/cover/a-d-police-tv.png,Plot Summary: ,"action, mecha, sci-fi",1999,Completed,"AD Police, A.D. Police: To Protect and Serve, アドバンスドポリス",12
A.D. Police (TV) (Dub),https://gogocdn.net/cover/a-d-police-tv-dub.png,Plot Summary: ,"action, mecha, sci-fi",1999,Completed,"AD Police, A.D. Police: To Protect and Serve, アドバンスドポリス",12
A.I.C.O.: Incarnation,https://gogocdn.net/cover/a-i-c-o-incarnation.png,Plot Summary: ,"action, sci-fi",2018,Completed,A.I.C.O. -Incarnation-,12
A.I.C.O.: Incarnation (Dub),https://gogocdn.net/cover/a-i-c-o-incarnation-dub.png,Plot Summary: ,"action, sci-fi",2018,Completed,A.I.C.O. -Incarnation-,12
A.LI.CE,https://gogocdn.net/cover/a-li-ce.png,Plot Summary: ,sci-fi,2000,Completed,,1
A.LI.CE (Dub),https://gogocdn.net/cover/a-li-ce-dub.png,Plot Summary: ,sci-fi,2000,Completed,,1
A3! Season Autumn & Winter,https://gogocdn.net/cover/a3-season-autumn-winter.png,Plot Summary: ,"drama, slice-of-life",2020,Completed,Act! Addict! Actors! Season Autumn & Winter,12
A3! Season Autumn & Winter (Dub),https://gogocdn.net/cover/a3-season-autumn-winter-dub.png,Plot Summary: ,"drama, slice-of-life",2020,Completed,,12
A3! Season Spring & Summer,https://gogocdn.net/cover/a3-season-spring-summer.png,Plot Summary: ,music,2020,Completed,Act! Addict! Actors! Season Spring & Summer,12
A3! Season Spring & Summer (Dub),https://gogocdn.net/cover/a3-season-spring-summer-dub.png,Plot Summary: ,music,2020,Completed,Act! Addict! Actors! Season Spring & Summer,12
Aa Harimanada,https://gogocdn.net/cover/aa-harimanada.png,Plot Summary: ,"martial-arts, seinen, sports",1992,Completed,ああ播磨灘,23
Aa! Megami-sama!,https://gogocdn.net/cover/aa-megami-sama.png,Plot Summary: ,"comedy, magic, romance, seinen, supernatural",1993,Completed,"Oh! My Goddess, ああっ女神さまっ",5
Aa! Megami-sama! (Dub),https://gogocdn.net/cover/aa-megami-sama-dub.png,Plot Summary: ,"comedy, dub, romance, seinen, supernatural",1993,Completed,"Ah! My Goddess (OVA), ああっ女神さまっ, Oh! My Goddess",5
Aa! Megami-sama! (TV) (Dub),https://gogocdn.net/cover/aa-megami-sama-tv-dub.png,Plot Summary: ,"comedy, magic, romance, seinen, supernatural",0,Completed,"Ah! My Goddess, ああっ女神さまっ",24
Aa! Megami-sama! (TV) Specials (Dub),https://gogocdn.net/cover/aa-megami-sama-tv-specials-dub.png,Plot Summary: ,"comedy, dub, romance, seinen, supernatural",2005,Completed,"ああっ女神さまっ, Oh! My Goddess Specials",2
Aa! Megami-sama! Tatakau Tsubasa,https://gogocdn.net/cover/aa-megami-sama-tatakau-tsubasa.png,Plot Summary: ,"comedy, harem, romance, seinen, supernatural",2007,Completed,"Ah! My Goddess: Tatakau Tsubasa, Ah! My Goddess: Fighting wings, ああっ女神さまっ 闘う翼",2
Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,https://gogocdn.net/cover/aa-megami-sama-chichaitte-koto-wa-benri-da-ne.png,Plot Summary: ,"comedy, magic, supernatural",1998,Completed,"Oh! My Goddess: Being Small is Convenient, Ah! My Goddess!: Chichaitte Koto wa Benri da ne, Oh! My Goddess: The Adventures of Mini-Goddess, ああっ女神さまっ 小っちゃいって事は便利だねっ",48
Aa! Megami-sama!: Chichaitte Koto wa Benri da ne (Dub),https://gogocdn.net/cover/aa-megami-sama-chichaitte-koto-wa-benri-da-ne-dub.png,Plot Summary: ,"comedy, magic, supernatural",1998,Completed,"Oh! My Goddess: Being Small is Convenient, Ah! My Goddess!: Chichaitte Koto wa Benri da ne, Oh! My Goddess: The Adventures of Mini-Goddess, ああっ女神さまっ 小っちゃいって事は便利だねっ",48
Aachi and Ssipak,https://gogocdn.net/images/Aachi.jpg,Plot Summary: ,"action, comedy",2006,Completed,"Aachi wa Ssipak, Aachi & Ssipak, 아치와 씨팍",1
Aachi wa Ssipak (Dub),https://gogocdn.net/cover/aachi-wa-ssipak-dub.jpg,Plot Summary: ,"action, comedy",2006,Completed,"Aachi and Ssipak, Aachi & Ssipak, 아치와 씨팍",1
Abarenbou Rikishi!! Matsutarou,https://gogocdn.net/images/spring/Abarenbou Rikishi Matsutarou.jpg,Plot Summary: ,"seinen, sports",2014,Completed,"Rowdy Sumo Wrestler Matsutaro!!, Roughneck Sumo Wrestler!! Matsutarou, 暴れん坊力士！！松太郎",23
Abashiri Ikka,https://gogocdn.net/cover/abashiri-ikka.png,Plot Summary: ,"action, comedy, ecchi, martial-arts, shounen",1991,Completed,"The Abashiri Family, あばしり一家",1
Abciee Shuugyou Nikki,https://gogocdn.net/cover/abciee-shuugyou-nikki.png,Plot Summary: ,comedy,2021,Completed,エビシー修業日記,12
Abducted King Lanling as Movie Emperor,https://gogocdn.net/cover/abducted-king-lanling-as-movie-emperor.png,Plot Summary: ,romance,2020,Completed,,20
Abenobashi,https://gogocdn.net/images/anime/abenobashi.jpg,Plot Summary: ,"comedy, ecchi, fantasy, parody",2002,Completed,"Abenobashi Mahou☆Shoutengai, Magical☆Shopping Arcade Abenobashi, Abenobashi Magic Shopping District, Abenobashi Mahoh Shotengai, Magical Shopping Street Abenobashi, Magical Shopping Arcade Abenobashi, アベノ橋魔法☆商店街",13
Abenobashi Mahou Shoutengai (Dub),https://gogocdn.net/cover/abenobashi-mahou-shoutengai-dub.jpg,Plot Summary: ,"comedy, ecchi, fantasy, parody",2002,Completed,"Abenobashi Mahou☆Shoutengai, Magical☆Shopping Arcade Abenobashi, Abenobashi Magic Shopping District, Abenobashi Mahoh Shotengai, Magical Shopping Street Abenobashi, Magical Shopping Arcade Abenobashi, アベノ橋魔法☆商店街",13
Above Ten Thousand People,https://gogocdn.net/cover/above-ten-thousand-people.png,Plot Summary: ,"action, comedy, harem, martial-arts, romance, shounen",2023,Ongoing,"万人之上 
                           萬人之上 
                           偽りの武神 
                           Above Myriads 
                           Beyond Myriad Peoples 
                           Beyond a Myria of Peoples 
                           Who Is Your Daddy 
                           Người Trên Vạn Người",118
Absolute Duo,https://gogocdn.net/images/upload/164406.jpg,Plot Summary: ,"action, ecchi, harem, romance, school, supernatural",2015,Completed,アブソリュート・デュオ,12
Absolute Duo (Dub),https://gogocdn.net/cover/absolute-duo-dub.jpg,Plot Summary: ,"action, ecchi, harem, romance, school, supernatural",2015,Completed,アブソリュート・デュオ,12
Abunai Sisters: Koko & Mika (Dub),https://gogocdn.net/cover/abunai-sisters-koko-mika-dub.png,Plot Summary: ,"action, comedy, ecchi",2009,Completed,ABUNAI SISTERS -KOKO & MIKA-,10
ACCA: 13-ku Kansatsu-ka,https://gogocdn.net/cover/acca-13-ku-kansatsu-ka.png,Plot Summary: ,"drama, police",2017,Completed,ACCA 13区監察課,12
ACCA: 13-ku Kansatsu-ka - Regards,https://gogocdn.net/cover/acca-13-ku-kansatsu-ka-regards.png,Plot Summary: ,"drama, fantasy, mystery, police, seinen",2020,Completed,"ACCA13区監察課 Regards, ACCA: 13-Territory Inspection Dept. Regards, ACCA: 13th Territory Inspection Department, ACCA: 13th Ward Observation Department - Regards, ACCA Jusanku Kansatsuka Regards",1
ACCA: 13-ku Kansatsu-ka (Dub),https://gogocdn.net/cover/acca-13-ku-kansatsu-ka-dub.png,Plot Summary: ,"drama, fantasy, police, seinen",2017,Completed,"ACCA: 13-Territory Inspection Dept., ACCA: 13th Territory Inspection Department, ACCA: 13th Ward Observation Department, ACCA 13区監察課",12
Accel World,https://gogocdn.net/images/anime/accel-world.jpg,Plot Summary: ,"action, romance, school, sci-fi, shounen",2012,Completed,"Accelerated World, アクセル・ワールド",24
Accel World (Dub),https://gogocdn.net/cover/accel-world-dub.jpg,Plot Summary: ,"action, game, romance, school, sci-fi, shounen",2012,Completed,"Accelerated World, アクセル・ワールド",24
Accel World EX,https://gogocdn.net/cover/accel-world-ex.png,Plot Summary: ,"action, romance, school, sci-fi, shounen",2012,Completed,"Accel World: Reverberation, Accel World: Ginyoku no Kakusei, Accel World: Kasoku no Chouten, アクセル・ワールド EX",2
Accel World EX (Dub),https://gogocdn.net/cover/accel-world-ex-dub.png,Plot Summary: ,"action, game, romance, school, sci-fi",0,Completed,"Accel World: Reverberation, Accel World: Ginyoku no Kakusei, Accel World: Kasoku no Chouten, アクセル・ワールド EX",2
Accel World Specials,https://gogocdn.net/images/anime/accel-world.jpg,Plot Summary: ,"comedy, school, sci-fi, shounen",2012,Completed,"Accelerated World Specials, あくちぇる・わーるど。",8
Accel World: Infinite∞Burst,https://gogocdn.net/cover/accel-world-infiniteburst.png,Plot Summary: ,"action, game, romance, school, sci-fi",2016,Completed,アクセル・ワールド INFINITE∞BURST（インフィニット・バースト）,1
Accel World: Infinite∞Burst (Dub),https://gogocdn.net/cover/accel-world-infiniteburst-dub.png,Plot Summary: ,"action, game, romance, school, sci-fi",2016,Completed,アクセル・ワールド,1
Acchi Kocchi,https://gogocdn.net/images/anime/acchi-kocchi.jpg,Plot Summary: ,"comedy, romance, school, slice-of-life",2012,Completed,"Place to Place, あっちこっち",12
Acchi Kocchi Youchien,https://gogocdn.net/cover/acchi-kocchi-youchien.png,Plot Summary: ,comedy,2012,Completed,"Acchi Kocchi Kindergarten, Acchi Kocchi Specials, あっちこっち 幼稚園",12
Acchi Kocchi: Place=Princess,https://gogocdn.net/images/upload/Acchi Kocchi - Place=Princess.jpg,Plot Summary: ,slice-of-life,2012,Completed,"Acchi Kocchi Special, Acchi Kocchi Episode 13, あっちこっち 第13話(未放送)「PLACE=PRINCESS」",1
Ace wo Nerae!,https://gogocdn.net/cover/ace-wo-nerae.png,Plot Summary: ,"drama, romance, school, shoujo, sports",1973,Completed,"Ace o Nerae, Aim for the Ace!, エースをねらえ!",26
Ace wo Nerae! (1979),https://gogocdn.net/cover/ace-wo-nerae-1979.png,Plot Summary: ,"drama, romance, school, shoujo, sports",1979,Completed,"Aim for the Ace! (1979), Ace o Nerae: Theatrical Version, Aim for the Ace! Movie, Aim for the Best!, Jump High Hiromi!, エースをねらえ！",1
Ace wo Nerae! 2,https://gogocdn.net/cover/ace-wo-nerae-2.png,Plot Summary: ,"drama, shoujo",1988,Completed,"Ace wo Nerae! OVA 1, Aim for the Ace! 2, エースをねらえ！２",13
Ace wo Nerae!: Final Stage,https://gogocdn.net/cover/ace-wo-nerae-final-stage.png,Plot Summary: ,"action, drama, sports",1989,Completed,"Ace O Nerae! OVA 2, Aim for the Ace: Final Stage, 「エースをねらえ！」 —ファイナル・ステージ—",12
Acro Trip,https://gogocdn.net/cover/acro-trip-1727372179.png,Plot Summary: ,"comedy, fantasy, mahou-shoujo",2024,Ongoing,アクロトリップ,8
Action Heroine Cheer Fruits,https://gogocdn.net/cover/action-heroine-cheer-fruits.png,Plot Summary: ,"comedy, school, slice-of-life",2017,Completed,アクションヒロイン チアフルーツ,12
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,https://gogocdn.net/cover/active-raid-kidou-kyoushuushitsu-dai-hachi-gakari-2nd.jpg,Plot Summary: ,"mecha, police, sci-fi",2016,Completed,"Active Raid: Special Public Security Fifth Division Third Mobile Assault Eighth Unit 2nd, アクティヴレイド　－機動強襲室第八係－ 2nd",12
Active Raid: Kidou Kyoushuushitsu Dai Hakkei,https://gogocdn.net/images/upload/77355.jpg,Plot Summary: ,"mecha, police, sci-fi",2016,Completed,"Active Raid: Special Public Security Fifth Division Third Mobile Assault Eighth Unit, アクティヴレイド　－機動強襲室第八係－",12
Actors: Songs Connection,https://gogocdn.net/cover/actors-songs-connection.png,Plot Summary: ,"music, school",2019,Completed,ACTORS -Songs Connection-,12
Actors: Songs Connection (Dub),https://gogocdn.net/cover/actors-songs-connection-dub.png,Plot Summary: ,"music, school",2019,Completed,ACTORS -Songs Connection-,12
AD Police,https://gogocdn.net/cover/ad-police.png,Plot Summary: ,"adventure, dementia, mecha, mystery, police, psychological, sci-fi, thriller",1990,Completed,"AD Police Files, A.D. Police, ADポリス",3
Adachi to Shimamura,https://gogocdn.net/cover/adachi-to-shimamura.png,Plot Summary: ,"romance, school, shoujo-ai, slice-of-life",2020,Completed,"Adachi and Shimamura, Adashima, 安達としまむら",12
Adachi to Shimamura (Dub),https://gogocdn.net/cover/adachi-to-shimamura-dub.png,Plot Summary: ,"romance, school, shoujo-ai, slice-of-life",2020,Completed,"Adachi and Shimamura, Adashima, 安達としまむら",12
Adachi to Shimamura Mini Anime,https://gogocdn.net/cover/adachi-to-shimamura-mini-anime-1680157780.png,Plot Summary: ,comedy,2020,Completed,安達としまむら ミニアニメ,30
Addiction to wife doting,https://gogocdn.net/cover/addiction-to-wife-doting.png,Plot Summary: ,"action, romance",2021,Completed,Pampered Mr. Lu’s wife and fateful meeting,20
Adieu Galaxy Express 999 (Dub),https://gogocdn.net/cover/adieu-galaxy-express-999-dub.jpg,Plot Summary: ,"adventure, drama, sci-fi, space",1981,Completed,"Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki, さよなら銀河鉄道999 -アンドロメダ終着駅-",1
Adventures in Subduing the Demons,https://gogocdn.net/cover/adventures-in-subduing-the-demons.png,Plot Summary: ,"action, adventure, fantasy, historical, martial-arts",2024,Ongoing,"Shanhai Fu Mo Lu, Adventures in Subduing the Demons, 山海伏魔录",3
Adversities,https://gogocdn.net/cover/adversities-1683598791.png,Plot Summary: ,"action, adventure, romance",2023,Completed,劫难重重,1
Africa no Salaryman (TV),https://gogocdn.net/cover/africa-no-salaryman-tv.png,Plot Summary: ,"comedy, slice-of-life",2019,Completed,"Africa Salaryman, アフリカのサラリーマン (TV)",12
Africa no Salaryman (TV) (Dub),https://gogocdn.net/cover/africa-no-salaryman-tv-dub.png,Plot Summary: ,"comedy, slice-of-life",2019,Completed,"Africa Salaryman, Businessman in Africa (TV), African Office Worker (TV), アフリカのサラリーマン (TV)",12
Afro Samurai,https://gogocdn.net/images/anime/afro-samurai.jpg,Plot Summary: ,"action, samurai",2007,Completed,アフロサムライ,5
Afro Samurai (Dub),https://gogocdn.net/cover/afro-samurai-dub.jpg,Plot Summary: ,"action, samurai",2007,Completed,アフロサムライ,1
Afro Samurai: Resurrection (Dub),https://gogocdn.net/cover/afro-samurai-resurrection-dub.jpg,Plot Summary: ,"action, samurai",2009,Completed,アフロサムライ Resurrection,1
Afro-Ken,https://gogocdn.net/cover/afro-ken.png,Plot Summary: ,"comedy, kids",2001,Completed,アフロ犬,1
"After 10,000 Years I Will Do Whatever I Want",https://gogocdn.net/cover/after-10000-years-i-will-do-whatever-i-want.png,Plot Summary: ,"action, drama, fantasy, shounen",2024,Ongoing,"Wo Zai Yi Wan Nian Hou Weisuo Yuwei, After 10000 Years I Will Do Whatever I Want, I Will Do Whatever I Want in Ten Thousand Years, Wǒ Zài Yī Wàn Nián Hòu Wéisuǒ Yùwéi, 我在一万年后为所欲为",12
After School,https://gogocdn.net/cover/after-school.png,Plot Summary: ,school,0,Upcoming,アフタースクール,0
"After Signing In For 30 Days, I Can Annihilate Stars",https://gogocdn.net/cover/after-signing-in-for-30-days-i-can-annihilate-stars.png,Plot Summary: ,"action, adventure, romance",2023,Ongoing,"签到30天，一拳无敌 
                           Qian Dao 30 Tian, Yi Quan Wu Di",17
Against the Sky Supreme,https://gogocdn.net/cover/against-the-sky-supreme.png,Plot Summary: ,"martial-arts, super-power",2021,Ongoing,逆天至尊,355
Agatha Christie no Meitantei Poirot to Marple,https://gogocdn.net/cover/agatha-christie-no-meitantei-poirot-to-marple.png,Plot Summary: ,"historical, mystery",2004,Completed,"Agatha Christie's Great Detectives Poirot and Marple, アガサ・クリスティーの名探偵ポワロとマープル",39
Age of Gunslingers Ⅲ: Xue Zu Mi Shi,https://gogocdn.net/cover/age-of-gunslingers-xue-zu-mi-shi.png,Plot Summary: ,"action, adventure, romance, sci-fi",2019,Completed,"Qiang Shen Ji: Xuezu Mishi Pian, 枪神记 第3季：血族秘史",12
Age of Terror,https://gogocdn.net/cover/age-of-terror.png,Plot Summary: ,"action, drama, fantasy, horror, psychological, shounen, supernatural",2024,Ongoing,"Quanqiu Guiyi Shida, Age of Terror, Global Weird Age, Quánqiú Guǐyì Shídài, Worldwide Strange Era, ゴースト・エイジ～最強鬼霊を操る俺は世界を制する～, 全球诡异时代",184
Agent Aika,https://gogocdn.net/images/anime/agent-aika.jpg,Plot Summary: ,"action, adventure, comedy, ecchi, sci-fi",1997,Completed,AIKa,7
Aggressive Retsuko,https://gogocdn.net/cover/aggressive-retsuko.png,Plot Summary: ,"comedy, music",2016,Completed,アグレッシブ烈子,100
Aggressive Retsuko (2018),https://gogocdn.net/cover/aggressive-retsuko-2018.png,Plot Summary: ,"comedy, slice-of-life",2018,Completed,"Aggretsuko, アグレッシブ烈子",10
Aggressive Retsuko (ONA) (Dub),https://gogocdn.net/cover/aggressive-retsuko-ona-dub.png,Plot Summary: ,"comedy, slice-of-life",2018,Completed,"Aggretsuko, アグレッシブ烈子",10
Aggressive Retsuko (ONA) 2nd Season,https://gogocdn.net/cover/aggressive-retsuko-ona-2nd-season.png,Plot Summary: ,"comedy, slice-of-life",2019,Completed,"Aggretsuko 2nd Season, アグレッシブ烈子第2期",10
